language,city,date,mobile
polish,amsterdam,19,0
danish,paris,26,0
french,sofia,25,0
slovene,copenhagen,15,0
polish,sofia,30,0
cypriot,paris,29,1
dutch,paris,15,1
irish,amsterdam,43,0
greek,sofia,14,0
slovene,madrid,37,1
romanian,valletta,41,1
danish,vienna,20,0
austrian,copenhagen,40,0
swedish,madrid,26,1
romanian,vilnius,25,0
croatian,sofia,25,1
finnish,vilnius,40,0
portuguese,copenhagen,19,0
latvian,copenhagen,25,0
austrian,madrid,5,1
maltese,sofia,32,1
czech,copenhagen,32,1
french,rome,5,1
luxembourgish,copenhagen,25,0
czech,sofia,20,1
german,paris,2,1
lithuanian,amsterdam,44,1
french,copenhagen,5,1
romanian,copenhagen,32,0
bulgarian,vilnius,12,1
spanish,vienna,38,0
cypriot,vilnius,31,0
dutch,amsterdam,27,1
irish,vilnius,17,0
cypriot,copenhagen,17,1
polish,valletta,30,1
hungarian,madrid,12,1
swedish,valletta,5,1
dutch,sofia,5,0
czech,paris,5,1
cypriot,vienna,24,1
lithuanian,sofia,10,1
polish,vilnius,39,1
italian,valletta,40,0
dutch,vienna,4,1
slovakian,sofia,2,1
czech,vilnius,6,0
german,copenhagen,22,1
bulgarian,sofia,17,1
romanian,amsterdam,23,1
bulgarian,vilnius,19,0
french,vienna,14,1
romanian,sofia,3,0
portuguese,valletta,44,0
maltese,madrid,8,1
lithuanian,madrid,22,0
italian,rome,6,0
greek,copenhagen,44,1
german,vilnius,21,0
swedish,vilnius,38,0
czech,madrid,6,1
greek,paris,23,0
slovakian,rome,36,1
romanian,vilnius,21,1
greek,vienna,29,0
cypriot,madrid,16,0
slovakian,rome,25,0
swedish,valletta,25,0
polish,vilnius,33,1
romanian,madrid,28,0
polish,valletta,1,0
portuguese,vilnius,16,1
slovene,vienna,12,0
swedish,rome,16,1
maltese,vilnius,43,1
portuguese,valletta,39,0
croatian,paris,40,1
croatian,sofia,5,0
austrian,vienna,11,1
greek,copenhagen,22,0
greek,vilnius,21,0
lithuanian,valletta,20,0
swedish,sofia,2,1
irish,vilnius,9,1
hungarian,vienna,0,0
swedish,vienna,42,1
slovene,paris,30,1
greek,sofia,10,1
cypriot,sofia,17,0
cypriot,rome,24,0
german,copenhagen,8,0
luxembourgish,paris,16,0
cypriot,copenhagen,28,0
german,rome,3,1
latvian,madrid,28,0
cypriot,vilnius,9,1
portuguese,vienna,0,1
latvian,amsterdam,11,0
italian,valletta,17,1
spanish,vienna,16,0
slovakian,vienna,30,0
swedish,sofia,42,0
austrian,madrid,9,0
french,copenhagen,39,1
austrian,copenhagen,8,0
austrian,copenhagen,44,1
croatian,vilnius,5,0
french,vienna,10,1
czech,valletta,23,1
austrian,amsterdam,3,1
finnish,paris,22,0
spanish,copenhagen,30,0
slovakian,amsterdam,43,1
estonian,amsterdam,23,0
bulgarian,rome,6,1
romanian,rome,0,0
czech,madrid,4,0
dutch,paris,5,1
swedish,paris,39,1
german,amsterdam,29,1
maltese,vilnius,18,1
irish,madrid,36,0
czech,sofia,36,0
austrian,vilnius,36,0
croatian,paris,11,0
cypriot,vilnius,23,1
romanian,valletta,38,1
croatian,rome,41,0
irish,sofia,25,1
czech,rome,4,1
portuguese,sofia,31,1
german,vilnius,25,0
latvian,rome,8,0
romanian,madrid,9,0
spanish,rome,28,1
bulgarian,valletta,19,0
croatian,paris,9,1
maltese,copenhagen,35,1
spanish,vilnius,1,1
lithuanian,valletta,43,1
maltese,valletta,34,0
cypriot,rome,32,1
italian,amsterdam,28,1
danish,rome,2,1
croatian,amsterdam,2,1
polish,paris,3,1
german,vienna,22,1
german,copenhagen,4,0
italian,vienna,26,1
danish,valletta,27,1
romanian,madrid,43,0
cypriot,vilnius,20,1
austrian,vilnius,16,0
irish,amsterdam,14,0
cypriot,valletta,18,1
danish,amsterdam,39,0
polish,rome,3,0
finnish,vienna,32,0
portuguese,valletta,34,0
danish,amsterdam,17,1
irish,paris,14,1
greek,rome,15,1
lithuanian,valletta,24,1
greek,copenhagen,21,1
portuguese,vilnius,10,0
latvian,valletta,11,1
latvian,vilnius,31,1
french,paris,0,0
german,valletta,40,0
spanish,vienna,24,1
bulgarian,rome,31,1
slovakian,vienna,41,1
croatian,vienna,27,0
latvian,paris,25,1
romanian,paris,13,1
austrian,vienna,5,1
german,valletta,7,1
italian,madrid,29,0
german,vilnius,43,0
german,paris,27,0
french,vilnius,35,1
swedish,sofia,6,1
cypriot,copenhagen,28,1
irish,valletta,43,0
luxembourgish,madrid,41,1
finnish,copenhagen,27,0
romanian,vienna,43,1
german,amsterdam,10,1
romanian,copenhagen,42,0
italian,sofia,24,1
lithuanian,vilnius,41,1
lithuanian,vilnius,18,1
spanish,rome,26,0
romanian,valletta,8,1
latvian,rome,33,1
dutch,rome,32,0
austrian,amsterdam,22,0
croatian,copenhagen,21,1
maltese,paris,6,0
romanian,sofia,10,1
spanish,sofia,2,0
finnish,amsterdam,24,0
irish,vienna,0,0
german,valletta,18,1
portuguese,paris,5,1
slovene,copenhagen,3,0
portuguese,copenhagen,42,1
swedish,sofia,31,1
romanian,valletta,22,1
danish,vienna,11,0
slovene,sofia,30,0
austrian,rome,37,0
dutch,rome,40,1
lithuanian,copenhagen,5,0
dutch,vienna,38,0
luxembourgish,valletta,5,0
swedish,rome,11,1
croatian,paris,29,0
irish,paris,4,1
slovakian,amsterdam,16,1
luxembourgish,vilnius,42,1
lithuanian,paris,4,0
greek,copenhagen,5,1
croatian,copenhagen,2,0
swedish,vienna,25,0
maltese,paris,27,1
czech,madrid,11,1
swedish,copenhagen,2,0
latvian,amsterdam,36,0
slovakian,sofia,1,0
slovene,vienna,2,0
slovakian,valletta,25,0
romanian,vienna,13,0
polish,madrid,20,0
finnish,sofia,36,1
austrian,copenhagen,37,0
czech,vienna,8,0
lithuanian,vilnius,1,0
swedish,valletta,39,0
italian,copenhagen,41,0
slovakian,amsterdam,23,0
maltese,valletta,16,1
austrian,vienna,36,0
bulgarian,vilnius,28,0
dutch,rome,21,0
swedish,vilnius,11,1
lithuanian,sofia,26,0
romanian,madrid,31,1
greek,rome,16,0
lithuanian,valletta,26,0
polish,sofia,14,0
german,rome,22,0
bulgarian,madrid,29,0
italian,vilnius,11,0
hungarian,amsterdam,3,1
finnish,copenhagen,37,1
hungarian,vilnius,2,0
german,madrid,37,0
hungarian,vilnius,15,1
italian,paris,13,1
austrian,rome,7,0
bulgarian,sofia,12,0
finnish,amsterdam,27,0
czech,sofia,36,1
finnish,rome,41,1
greek,vilnius,25,1
bulgarian,paris,42,1
latvian,amsterdam,40,1
latvian,vienna,37,0
swedish,madrid,23,0
irish,vilnius,28,1
irish,paris,38,1
hungarian,valletta,39,0
irish,vienna,44,1
austrian,paris,15,1
danish,valletta,10,0
lithuanian,sofia,41,0
slovakian,amsterdam,38,0
spanish,vilnius,23,1
slovene,amsterdam,18,0
slovene,paris,26,1
austrian,rome,29,1
irish,madrid,7,1
lithuanian,vilnius,37,0
romanian,vilnius,38,0
bulgarian,vienna,36,0
maltese,madrid,31,1
greek,rome,39,0
irish,rome,33,0
italian,madrid,0,1
romanian,madrid,34,0
swedish,rome,27,0
danish,rome,16,0
polish,madrid,5,1
finnish,rome,2,0
french,copenhagen,43,1
luxembourgish,copenhagen,21,0
romanian,sofia,0,1
greek,amsterdam,12,0
greek,copenhagen,29,1
luxembourgish,vilnius,9,1
estonian,sofia,32,1
maltese,amsterdam,14,1
hungarian,sofia,13,0
slovakian,rome,29,0
irish,madrid,25,0
portuguese,rome,34,0
swedish,paris,38,0
estonian,vienna,4,0
polish,amsterdam,26,1
danish,vienna,17,1
luxembourgish,sofia,10,0
french,copenhagen,34,1
irish,vilnius,4,0
portuguese,amsterdam,3,1
greek,amsterdam,1,0
spanish,paris,21,1
croatian,rome,2,0
luxembourgish,vienna,31,1
greek,amsterdam,11,1
luxembourgish,amsterdam,38,0
austrian,vilnius,13,0
bulgarian,madrid,30,0
italian,sofia,34,1
czech,vienna,42,1
dutch,madrid,21,0
german,valletta,16,1
bulgarian,valletta,1,1
polish,valletta,31,1
dutch,madrid,5,0
maltese,rome,14,0
bulgarian,paris,41,0
swedish,copenhagen,44,1
french,valletta,2,0
luxembourgish,madrid,20,1
italian,vienna,44,0
maltese,copenhagen,17,1
irish,rome,7,1
portuguese,copenhagen,26,0
maltese,sofia,9,0
croatian,madrid,35,0
german,amsterdam,10,0
luxembourgish,sofia,25,0
danish,rome,10,0
spanish,vienna,17,1
romanian,madrid,42,0
bulgarian,sofia,42,1
lithuanian,valletta,18,0
bulgarian,paris,10,0
danish,copenhagen,0,0
finnish,valletta,12,0
czech,vilnius,41,1
french,copenhagen,24,0
bulgarian,valletta,13,1
swedish,vienna,23,0
danish,sofia,25,0
french,vienna,26,0
portuguese,copenhagen,40,1
austrian,amsterdam,4,1
dutch,copenhagen,22,0
finnish,madrid,30,1
italian,copenhagen,11,0
luxembourgish,paris,39,1
croatian,rome,43,0
croatian,paris,26,0
spanish,valletta,2,0
luxembourgish,sofia,17,1
slovene,vilnius,23,0
dutch,amsterdam,44,1
estonian,sofia,21,1
lithuanian,valletta,0,1
lithuanian,madrid,37,1
irish,rome,15,1
cypriot,sofia,29,1
polish,paris,7,1
romanian,sofia,33,0
lithuanian,amsterdam,33,1
polish,vienna,18,1
spanish,paris,43,0
dutch,amsterdam,42,1
italian,copenhagen,15,1
slovene,valletta,6,1
maltese,vilnius,21,1
czech,sofia,11,1
dutch,vienna,25,0
polish,sofia,2,1
irish,vienna,32,0
croatian,paris,14,0
estonian,sofia,43,0
hungarian,sofia,2,0
finnish,rome,35,1
latvian,sofia,2,0
greek,rome,6,1
polish,valletta,7,1
greek,valletta,28,0
spanish,copenhagen,12,0
french,sofia,17,0
swedish,valletta,6,0
irish,madrid,9,1
slovakian,vienna,42,1
greek,paris,39,0
lithuanian,sofia,43,1
french,rome,40,0
croatian,madrid,18,0
finnish,valletta,11,0
polish,copenhagen,40,0
polish,valletta,35,1
latvian,rome,35,1
estonian,copenhagen,20,0
romanian,copenhagen,4,0
slovene,paris,3,0
swedish,amsterdam,26,1
german,valletta,5,1
latvian,rome,11,1
croatian,sofia,13,1
polish,madrid,43,0
italian,valletta,38,1
swedish,vienna,40,0
swedish,valletta,3,0
dutch,rome,43,0
swedish,madrid,27,1
french,vilnius,27,0
romanian,madrid,24,1
cypriot,vienna,33,1
latvian,paris,35,1
luxembourgish,rome,1,0
german,vienna,18,1
danish,valletta,7,0
austrian,vienna,2,0
italian,copenhagen,40,1
danish,copenhagen,10,0
spanish,sofia,12,1
austrian,amsterdam,43,1
romanian,amsterdam,36,1
slovene,paris,39,1
czech,valletta,11,1
estonian,rome,16,1
cypriot,rome,26,0
austrian,sofia,8,1
croatian,amsterdam,6,1
maltese,valletta,40,0
estonian,vilnius,8,0
austrian,vilnius,35,0
swedish,copenhagen,32,1
french,valletta,35,1
croatian,amsterdam,34,0
lithuanian,paris,8,1
romanian,copenhagen,6,1
german,sofia,16,0
dutch,vienna,7,1
swedish,rome,26,1
irish,valletta,15,1
bulgarian,vienna,0,1
latvian,vilnius,23,0
greek,valletta,34,1
spanish,valletta,32,0
cypriot,copenhagen,39,1
danish,sofia,15,1
romanian,sofia,38,0
romanian,madrid,6,1
dutch,copenhagen,24,0
german,vilnius,27,0
latvian,madrid,34,0
maltese,vilnius,8,0
swedish,vienna,38,1
latvian,copenhagen,35,0
maltese,valletta,15,0
swedish,vienna,44,1
spanish,amsterdam,13,1
romanian,valletta,12,1
greek,copenhagen,16,1
slovene,rome,22,0
swedish,valletta,0,1
hungarian,vilnius,35,0
dutch,copenhagen,39,0
czech,madrid,32,0
slovakian,madrid,14,1
slovakian,rome,0,1
latvian,vilnius,38,1
slovene,vilnius,41,0
estonian,madrid,2,0
greek,vilnius,35,1
portuguese,valletta,9,0
french,sofia,38,0
portuguese,vilnius,21,0
lithuanian,amsterdam,38,1
dutch,rome,7,1
swedish,madrid,9,0
german,amsterdam,3,1
slovakian,madrid,23,0
maltese,amsterdam,10,1
cypriot,copenhagen,36,1
french,valletta,4,0
finnish,amsterdam,9,1
luxembourgish,amsterdam,17,1
estonian,rome,32,1
romanian,rome,44,1
dutch,paris,8,0
swedish,copenhagen,21,0
greek,vienna,13,1
estonian,copenhagen,7,0
french,vilnius,18,0
cypriot,copenhagen,2,0
greek,amsterdam,40,0
french,vienna,31,0
finnish,paris,38,1
spanish,vilnius,21,0
maltese,amsterdam,14,0
bulgarian,copenhagen,22,0
estonian,amsterdam,18,0
latvian,sofia,43,1
romanian,paris,39,0
spanish,copenhagen,0,0
latvian,madrid,22,0
greek,paris,6,0
greek,paris,32,1
german,paris,15,0
spanish,vienna,6,0
maltese,valletta,35,1
dutch,amsterdam,29,1
polish,vienna,17,1
spanish,amsterdam,32,0
croatian,madrid,8,0
czech,vilnius,35,0
spanish,valletta,37,0
slovene,amsterdam,34,1
croatian,rome,22,0
luxembourgish,sofia,33,1
luxembourgish,sofia,24,0
latvian,paris,20,1
romanian,vilnius,15,0
dutch,paris,18,0
austrian,valletta,9,1
german,copenhagen,13,0
polish,copenhagen,17,0
romanian,valletta,41,0
latvian,paris,19,0
german,vienna,1,1
irish,sofia,31,1
lithuanian,vilnius,7,0
spanish,amsterdam,13,0
spanish,vilnius,26,1
latvian,copenhagen,6,0
estonian,sofia,37,1
czech,vienna,19,1
finnish,copenhagen,31,1
finnish,vilnius,5,0
polish,amsterdam,40,1
romanian,sofia,36,0
danish,paris,24,1
finnish,madrid,37,0
greek,vilnius,43,1
finnish,copenhagen,18,0
slovene,vilnius,10,0
romanian,vienna,42,0
lithuanian,amsterdam,31,1
polish,sofia,22,1
greek,amsterdam,4,0
estonian,paris,35,1
lithuanian,valletta,23,0
cypriot,paris,12,0
croatian,madrid,39,0
lithuanian,amsterdam,29,1
french,madrid,6,1
french,copenhagen,35,1
italian,rome,34,1
spanish,sofia,23,1
lithuanian,vienna,28,0
estonian,amsterdam,3,0
portuguese,vilnius,25,1
greek,vienna,13,0
german,vienna,42,0
german,vienna,0,1
latvian,vilnius,25,1
spanish,paris,10,0
swedish,vilnius,18,0
spanish,vilnius,44,1
estonian,rome,38,0
german,sofia,12,0
portuguese,sofia,10,0
austrian,paris,29,1
lithuanian,valletta,40,0
german,vienna,8,1
slovene,madrid,6,0
slovene,sofia,33,1
maltese,madrid,14,1
german,amsterdam,33,1
romanian,vilnius,27,0
estonian,paris,38,0
hungarian,valletta,15,1
luxembourgish,rome,21,1
croatian,rome,1,1
hungarian,vilnius,7,0
danish,madrid,9,1
croatian,sofia,39,0
cypriot,vilnius,15,0
finnish,paris,4,1
portuguese,valletta,29,0
slovene,vienna,31,1
luxembourgish,madrid,36,0
luxembourgish,madrid,43,1
swedish,madrid,16,0
italian,copenhagen,35,0
spanish,paris,21,0
maltese,vilnius,41,1
swedish,madrid,11,0
dutch,amsterdam,33,0
bulgarian,paris,4,0
bulgarian,amsterdam,37,0
luxembourgish,vienna,27,1
portuguese,madrid,14,0
french,amsterdam,2,1
portuguese,rome,41,1
czech,amsterdam,31,0
finnish,madrid,34,0
polish,valletta,42,0
slovene,paris,15,1
lithuanian,amsterdam,13,0
slovakian,paris,9,1
latvian,copenhagen,30,1
latvian,vilnius,30,0
bulgarian,vienna,33,0
latvian,amsterdam,16,0
romanian,vienna,23,0
hungarian,copenhagen,9,0
luxembourgish,rome,36,0
polish,rome,40,0
hungarian,amsterdam,18,1
greek,vilnius,30,0
lithuanian,amsterdam,21,0
hungarian,copenhagen,16,1
latvian,madrid,43,0
spanish,madrid,18,0
luxembourgish,vilnius,41,1
latvian,rome,9,0
irish,madrid,37,1
austrian,vilnius,19,1
latvian,rome,41,0
slovene,amsterdam,17,0
slovakian,amsterdam,2,0
french,copenhagen,28,1
luxembourgish,valletta,5,1
french,vilnius,41,0
polish,rome,38,0
spanish,vienna,30,0
czech,madrid,7,1
slovene,valletta,11,1
dutch,amsterdam,27,0
finnish,valletta,0,1
dutch,paris,11,1
maltese,vienna,23,1
cypriot,valletta,25,0
finnish,vienna,40,1
estonian,rome,7,1
hungarian,vienna,0,1
german,copenhagen,25,0
austrian,valletta,22,0
spanish,amsterdam,37,1
bulgarian,amsterdam,33,1
french,vilnius,7,1
german,vienna,31,0
irish,valletta,24,0
latvian,vilnius,11,0
finnish,amsterdam,0,0
italian,madrid,34,0
cypriot,rome,14,0
portuguese,vilnius,43,1
austrian,amsterdam,32,1
latvian,vienna,22,0
greek,valletta,13,0
slovakian,valletta,43,1
portuguese,amsterdam,18,1
greek,madrid,2,0
cypriot,vienna,37,1
irish,paris,16,0
portuguese,copenhagen,15,0
maltese,copenhagen,25,0
polish,vienna,5,1
irish,vienna,1,0
swedish,valletta,17,1
irish,valletta,28,1
bulgarian,madrid,37,0
finnish,vienna,42,1
lithuanian,valletta,11,0
finnish,amsterdam,13,0
italian,rome,18,0
estonian,sofia,24,1
estonian,vienna,8,1
portuguese,amsterdam,14,1
slovakian,valletta,35,1
croatian,madrid,15,1
bulgarian,amsterdam,19,1
luxembourgish,vilnius,23,0
bulgarian,rome,40,1
irish,rome,18,0
lithuanian,amsterdam,12,0
french,vilnius,27,1
french,paris,40,0
greek,madrid,20,1
hungarian,sofia,35,0
czech,sofia,1,1
portuguese,vienna,26,1
bulgarian,vienna,27,0
hungarian,sofia,20,0
finnish,rome,14,1
dutch,paris,4,1
lithuanian,vilnius,31,1
swedish,valletta,26,0
finnish,valletta,14,1
dutch,madrid,44,0
danish,sofia,35,0
slovakian,madrid,24,1
irish,rome,25,0
cypriot,madrid,39,0
maltese,paris,10,0
italian,vienna,20,0
french,amsterdam,43,0
spanish,valletta,6,1
cypriot,vienna,8,0
italian,amsterdam,32,1
spanish,rome,16,1
german,valletta,5,0
slovakian,valletta,29,1
estonian,valletta,44,1
slovene,vilnius,24,1
slovakian,madrid,17,0
swedish,madrid,44,0
estonian,rome,21,0
swedish,copenhagen,10,0
romanian,sofia,17,1
portuguese,valletta,41,1
czech,amsterdam,43,0
lithuanian,vilnius,19,0
cypriot,amsterdam,34,0
slovakian,amsterdam,40,0
luxembourgish,madrid,12,1
hungarian,amsterdam,9,1
maltese,amsterdam,15,0
danish,rome,1,1
latvian,copenhagen,39,0
swedish,paris,33,0
swedish,rome,29,1
dutch,rome,18,1
slovene,sofia,6,1
cypriot,paris,33,0
czech,madrid,34,1
maltese,sofia,10,0
spanish,sofia,7,1
german,copenhagen,30,0
greek,valletta,4,0
estonian,copenhagen,20,1
maltese,paris,24,1
polish,paris,33,1
swedish,paris,12,1
luxembourgish,valletta,20,0
irish,paris,29,0
irish,amsterdam,16,0
finnish,paris,19,0
german,madrid,32,0
portuguese,paris,25,0
irish,rome,33,1
portuguese,vienna,19,1
bulgarian,vienna,10,0
luxembourgish,sofia,39,1
lithuanian,vilnius,8,1
irish,sofia,33,0
lithuanian,paris,8,0
danish,vilnius,3,1
irish,madrid,30,1
swedish,paris,30,1
lithuanian,paris,36,0
maltese,vienna,43,0
french,vilnius,38,0
maltese,amsterdam,38,0
bulgarian,valletta,15,1
maltese,sofia,1,1
danish,valletta,16,0
austrian,vienna,35,1
portuguese,sofia,3,1
french,vilnius,4,1
croatian,valletta,29,1
irish,rome,28,0
luxembourgish,valletta,9,0
irish,vilnius,41,0
luxembourgish,valletta,28,1
swedish,madrid,24,0
irish,amsterdam,21,0
czech,sofia,40,1
portuguese,copenhagen,29,0
finnish,paris,2,1
slovene,paris,43,1
slovene,amsterdam,38,0
german,amsterdam,37,1
italian,copenhagen,29,1
cypriot,vilnius,18,0
french,paris,40,1
dutch,vienna,14,0
hungarian,paris,13,1
latvian,sofia,25,1
hungarian,sofia,10,0
german,madrid,19,0
irish,madrid,39,0
irish,vienna,35,0
austrian,vienna,37,0
hungarian,madrid,23,1
estonian,vienna,22,1
cypriot,copenhagen,23,0
cypriot,vienna,33,0
luxembourgish,rome,14,1
slovakian,valletta,6,0
lithuanian,paris,24,1
estonian,copenhagen,2,1
luxembourgish,madrid,8,0
swedish,rome,17,1
maltese,paris,30,0
irish,vienna,12,0
irish,valletta,31,1
austrian,paris,29,0
greek,vienna,2,0
latvian,valletta,27,0
slovene,valletta,36,0
bulgarian,rome,37,0
maltese,rome,10,1
latvian,vienna,25,0
croatian,madrid,11,0
luxembourgish,copenhagen,30,1
latvian,vilnius,41,1
czech,rome,1,1
austrian,copenhagen,32,0
maltese,madrid,15,0
bulgarian,amsterdam,29,0
slovakian,amsterdam,27,1
irish,amsterdam,26,1
cypriot,vienna,41,1
finnish,paris,1,0
croatian,copenhagen,38,1
irish,amsterdam,20,1
polish,rome,30,1
estonian,valletta,43,1
lithuanian,rome,24,0
latvian,madrid,39,1
polish,vilnius,1,1
cypriot,paris,34,0
portuguese,amsterdam,38,0
dutch,paris,29,0
lithuanian,rome,44,0
luxembourgish,valletta,33,0
bulgarian,sofia,33,0
luxembourgish,vilnius,2,0
romanian,paris,0,1
italian,madrid,41,1
irish,sofia,9,0
slovakian,valletta,44,1
finnish,madrid,5,1
german,copenhagen,41,1
maltese,vienna,1,1
romanian,amsterdam,41,1
french,paris,29,0
irish,amsterdam,40,1
romanian,sofia,23,0
danish,amsterdam,34,0
slovene,sofia,18,1
italian,paris,7,0
croatian,amsterdam,7,1
spanish,amsterdam,36,1
danish,vilnius,24,1
bulgarian,vienna,16,0
swedish,valletta,31,1
austrian,amsterdam,26,0
hungarian,vienna,13,1
polish,copenhagen,0,1
estonian,vienna,16,0
czech,sofia,42,1
croatian,madrid,39,1
croatian,sofia,42,0
finnish,valletta,9,1
austrian,rome,35,1
czech,vilnius,18,0
irish,copenhagen,33,0
slovakian,vilnius,26,0
portuguese,vilnius,30,1
romanian,madrid,44,1
french,vienna,37,0
slovene,valletta,7,1
romanian,vilnius,11,1
portuguese,amsterdam,37,1
danish,vienna,3,0
estonian,copenhagen,32,1
austrian,rome,27,1
bulgarian,madrid,27,0
romanian,amsterdam,21,1
dutch,copenhagen,25,0
estonian,valletta,11,0
german,paris,43,1
dutch,valletta,5,0
lithuanian,sofia,1,0
slovakian,amsterdam,14,0
irish,rome,9,0
romanian,copenhagen,20,1
bulgarian,vienna,26,0
romanian,rome,24,1
austrian,vilnius,39,0
german,valletta,23,0
polish,madrid,16,1
austrian,sofia,26,1
hungarian,rome,19,1
lithuanian,rome,5,0
portuguese,madrid,41,1
lithuanian,valletta,21,1
latvian,madrid,26,1
romanian,vilnius,12,0
swedish,valletta,43,0
slovene,sofia,7,1
finnish,sofia,42,1
bulgarian,vilnius,0,1
czech,rome,26,1
irish,rome,41,0
polish,vienna,16,0
slovene,paris,29,1
finnish,madrid,28,1
hungarian,paris,37,0
greek,madrid,27,1
irish,amsterdam,11,0
greek,valletta,35,1
swedish,rome,36,1
finnish,vilnius,15,0
polish,copenhagen,37,0
slovene,valletta,22,0
estonian,copenhagen,33,1
czech,sofia,15,1
slovene,rome,14,0
lithuanian,rome,4,1
lithuanian,madrid,39,0
french,amsterdam,0,0
romanian,vilnius,8,0
luxembourgish,sofia,36,1
maltese,madrid,24,0
lithuanian,sofia,31,1
austrian,vilnius,35,1
irish,amsterdam,40,0
slovene,rome,16,1
romanian,valletta,6,1
portuguese,madrid,32,1
maltese,madrid,44,0
latvian,amsterdam,27,0
slovakian,copenhagen,25,1
cypriot,paris,4,1
austrian,sofia,9,1
maltese,vienna,16,0
irish,paris,33,1
austrian,madrid,35,0
czech,rome,21,0
czech,vilnius,39,1
finnish,rome,4,0
portuguese,madrid,12,1
dutch,copenhagen,11,1
irish,vilnius,24,1
austrian,amsterdam,33,1
lithuanian,vienna,37,1
cypriot,madrid,22,1
hungarian,rome,28,0
finnish,vilnius,36,1
irish,vienna,3,1
lithuanian,amsterdam,7,0
lithuanian,madrid,23,0
romanian,vilnius,41,1
swedish,amsterdam,22,1
italian,valletta,19,0
italian,rome,36,0
irish,sofia,30,1
german,rome,44,0
maltese,paris,23,0
austrian,sofia,31,0
croatian,copenhagen,6,1
estonian,vienna,14,0
hungarian,vienna,9,1
dutch,copenhagen,26,0
swedish,vienna,19,1
cypriot,sofia,32,0
maltese,vilnius,19,0
maltese,madrid,27,0
maltese,copenhagen,0,1
portuguese,vienna,5,1
estonian,vilnius,14,1
greek,amsterdam,37,1
dutch,copenhagen,29,0
latvian,copenhagen,35,1
bulgarian,vilnius,13,0
maltese,rome,14,1
croatian,amsterdam,30,1
maltese,amsterdam,32,0
swedish,copenhagen,11,0
maltese,sofia,31,1
portuguese,copenhagen,0,0
czech,rome,19,1
danish,paris,7,1
danish,vienna,29,0
luxembourgish,copenhagen,9,0
latvian,amsterdam,12,0
irish,sofia,14,0
slovakian,rome,38,1
german,madrid,8,1
cypriot,vilnius,29,1
croatian,amsterdam,19,1
luxembourgish,vienna,22,0
cypriot,vienna,10,0
latvian,valletta,28,0
swedish,copenhagen,20,1
portuguese,paris,30,0
austrian,valletta,35,1
lithuanian,vienna,24,0
italian,madrid,9,1
slovakian,vilnius,5,0
croatian,paris,31,1
hungarian,vienna,20,0
lithuanian,valletta,27,0
romanian,copenhagen,28,0
slovene,madrid,30,1
croatian,copenhagen,28,0
polish,paris,42,1
estonian,copenhagen,39,1
maltese,vilnius,25,1
austrian,vienna,23,1
spanish,copenhagen,14,0
cypriot,valletta,17,0
